#Gene product	SG1-2015-06-1	SG1-N-2013-04-2	SG1-2015-06-3	SG1-2015-06-2	SG1-2015-06-5	SG1-2015-06-4	SG1-N-2013-04-4	SG1-N-2013-04-3	SG1-N-2013-04-1	SG1-N-2017-02-5	SG1-N-2017-02-1	SG1-N-2017-02-2	SG1-N-2015-12-1	SG1-N-2015-12-3	SG1-N-2013-04-5	SG1-N-2015-12-5	SG1-N-2015-12-4	SG1-2014-09-5	SG1-2014-09-4	SG1-2014-09-1	SG1-2014-09-3	SG1-2014-09-2	SG1-N-2017-02-3	SG1-N-2015-12-2	SG1-2017-02-5	SG1-2017-02-4	SG1-2017-02-3	SG1-2017-02-2	SG1-2017-02-1	SG1-2016-02-1	SG1-2016-02-2	SG1-2016-02-3	SG1-2016-02-4	SG1-2016-02-5	SG1-N-2017-02-4
D-xylose-proton symporter	37.479528	49.2784121	85.711015	99.775695	93.587192	77.509703	46.4053322	46.62585	48.7141144	52.246366	63.9439573	42.918201	73.0662059	77.4443024	52.0314831	59.0090072	77.856075	44.487841	40.9098556	59.047438	45.9256018	55.3841176	67.930264	52.5104795	37.8811182	45.6659229	23.927228	50.3676751	64.357548	50.721948	71.935265	55.9846598	41.244839	92.3056342	38.460901
Lactonase drp35	0.169401	0.424304	1.183308	0.0859445	0.0573354	0.260735	0.11612	0.162349	0.847345	1.840469	1.01367	1.17611	0.557507	1.840551	0.482252	1.753113	1.14294	0.754069	2.274413	0.0	0.375005	0.18774	0.827407	0.433398	0.458784	0.56661	0.273867	0.736154	1.419218	0.427877	1.27338	0.5913	0.748095	0.249047	1.56328
6-hydroxy-3-succinoylpyridine 3-monooxygenase HspA	0.086111	1.86484	0.939415	0.728633	0.601244	0.79362	1.0656	1.43461	1.53737	1.40619	0.729944	0.420274	1.0656	0.405183	0.187042	3.12497	2.82609	0.803533	0.707264	1.38437	0.72383	0.711061	1.60581	1.21077	1.97866	4.32083	0.407764	0.599288	2.01321	5.63139	2.32058	3.76735	2.59459	1.58551	0.215769
Putative 2%2C3-dihydroxypropane-1-sulfonate exporter	0.260012	0.139275	0.657355	0.605958	0.175737	0.884632	0.153151	0.118954	0.280704	0.393589	0.181552	0.25766	1.56782	1.34006	0.0604984	0.288802	0.501361	3.64184	0.0597417	0.671941	0.070286	3.70211	0.196051	1.21087	0.10044	0.0621263	0.167934	0.685881	0.145888	0.399931	0.164283	0.332551	0.176313	0.130978	0.330002
Inner membrane transport protein YdhC	0.594255	0.666029	1.58187	0.900638	1.16029	1.31898	0.455078	0.681208	0.591646	0.685862	1.16226	1.00345	1.25713	0.975778	0.599718	1.3438	1.50277	1.47864	1.5935	0.758369	1.82867	1.68867	1.03076	1.24814	0.990021	1.05531	1.22453	1.19895	0.832639	0.821414	0.860424	1.35503	0.968714	0.834603	1.79207
(3S)-malyl-CoA thioesterase	100.8194329	41.2958329	29.0913163	37.510738	39.5394807	42.4956622	40.3873505	39.258027	38.0077646	36.2203539	33.52810877	51.73415458	36.219272	48.93134276	47.6387316	42.8900651	32.0776265	49.2530808	34.1617266	54.106833	31.2168813	64.7954762	60.5027526	49.1147675	38.6482742	60.2607224	56.0935586	42.7318056	54.769508	22.28330659	30.2014175	16.2404291	31.6465896	23.0179011	23.53148243
Putative 2-dehydropantoate 2-reductase	7.93052	23.114974	30.6817	60.9649	33.004373	27.991422	24.615189	14.589277	20.443249	18.969326	9.387915	34.5498	36.200507	25.40471	6.05847	23.7286	24.814558	7.720893	15.505445	13.276381	11.365067	2.820408	27.179	35.993143	7.49419	13.74813	3.673932	13.4086459	11.46185	12.9829147	11.3083394	18.809	7.99103	18.89056	11.9642
Heme response regulator HssR	2.754394	0.644436	1.775596	1.96345	2.169901	2.434207	0.0	0.727102	1.37806	0.129152	0.0923399	2.478741	1.27368	0.202878	0.0	0.0	0.307414	0.867805	0.0	1.31955	0.0	1.268785	0.0	1.013149	0.0	0.0	0.0	0.0	0.0	0.367758	0.0	0.194372	0.0	0.0	0.0
Peptide deformylase	22.379646	75.474037	63.469129	99.3357214	72.3119069	67.18333	55.2818154	45.597413	53.989409	52.719285	46.9159768	62.5368627	85.5880718	66.4169302	35.159454	67.4152385	77.913624	25.9226789	38.5092796	45.3374538	33.0239595	29.04135	60.94863	61.5702992	39.015487	53.337398	30.555061	36.94928947	41.039444	58.48710683	49.3975302	71.334926	55.248403	65.786862	42.0020543
Bifunctional (p)ppGpp synthase/hydrolase RelA	179.57191	118.970434	268.897492	372.661336	261.489252	240.683701	184.905198	221.933261	135.568111	193.048918	191.332792	177.95522	180.744911	193.747819	156.315867	192.680328	214.075197	181.908002	207.433161	195.1388	198.742209	206.027198	239.880511	191.030625	248.4984227	215.967447	163.565787	186.953462	180.542761	220.8707074	217.940122	195.132061	201.97027	205.57285	254.842605
Putative metabolite transport protein NicT	0.0	5.86104	0.0	0.0	0.0	0.0	0.0	0.0	3.58364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3-hydroxybenzoate synthase	0.0	0.0	4.397001	2.230209	1.577828	1.83413	0.885054	0.265324	0.291787	0.609852	1.894344	0.655971	2.118775	0.9538255	0.0	10.821715	3.724233	0.680097	0.417576	1.04745	0.750014	0.398087	3.754957	1.426994	1.479258	2.901654	5.30646	1.656991	2.967648	3.051525	4.145645	3.839031	5.154549	2.696035	1.871964
Transcriptional regulatory protein FixJ	0.0	1.83178	0.0	0.0	0.0	0.0	0.901506	0.0	0.0	0.979591	1.372143	0.0	0.0	0.0	0.0	3.586999	12.58208	0.0	0.0	0.0	0.0	0.0	0.0	0.911071	0.723461	4.249781	6.805831	1.255579	1.724332	17.50812	2.303578	6.315951	2.14824	4.841955	1.44298
Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system	156.3924999	48.2470051	26.8423623	43.9362655	43.03491001	42.9305546	45.6496529	42.0510053	45.2833454	19.8228657	21.6837057	19.3890714	32.6633524	31.2007813	31.588545	15.019891	26.1280347	45.81583283	26.6099779	59.0065255	23.3120797	32.2481564	28.4980569	20.3697194	9.5302168	11.2104716	7.8580484	12.2084557	10.7114265	9.5704681	17.2618741	14.9522999	16.709073	25.8879164	16.2721889
Peptide methionine sulfoxide reductase MsrA/MsrB	11.1976404	3.242592	6.615645	4.776897	8.743598	13.221343	7.254128	7.776801	4.291166	4.798764	4.12843	5.408895	7.036102	0.77839	9.778669	4.8410097	5.620429	10.165456	2.324388	9.223919	1.6709702	20.075351	6.828503	4.2932054	4.565342	7.587526	7.528427	13.488763	6.763644	2.9010858	2.3986254	5.6849534	3.6908048	6.0075475	3.337111
Sporulation killing factor maturation protein SkfB	0.0763212	0.6537492	0.561955	0.1625641	0.3608432	0.495693	1.764439	1.885384	0.3249274	0.5407957	20.211193	3.6344	0.23428	0.1210862	1.067011	4.814623	4.538642	0.3511407	1.277343	0.0935723	1.458229	0.3322216	0.1773779	0.3425645	4.522478	7.538014	5.796549	7.347595	10.713676	3.9162863	6.54694	0.781342	3.0631051	2.768059	3.209012
Hypoxanthine-guanine phosphoribosyltransferase	17.687137	26.2476361	13.978687	6.843876	13.9558188	19.0739042	19.337396	18.263632	29.7977204	10.059415	10.156478	14.579216	13.760386	8.3635435	33.6973491	16.474473	20.512526	20.6600954	19.1291724	30.524001	15.485634	25.8004673	22.574411	10.3873	11.829226	25.861031	17.6026829	12.978749	25.3424538	12.4577376	26.2054384	14.37414	23.483288	20.293667	6.1491585
Inositol-1-monophosphatase	121.1993679	85.3434416	101.379093	149.137808	122.3779366	107.8052325	100.0977777	87.7655544	80.8566596	71.4853527	60.3539525	86.9940246	107.2849037	91.0952698	71.5379775	74.753461	94.5991116	97.175537	77.1216042	116.319857	55.0875128	98.2470947	115.1175761	93.6213096	56.313419	53.759004	69.9344888	59.016083	52.5364964	59.6946481	88.956994	80.5847159	72.4075792	77.36844525	45.455812
Beta-hexosaminidase	45.913285	61.8407321	114.745451	110.0362218	97.5999888	101.3275782	68.285472	66.452382	58.2946194	62.209949	36.644887	68.916239	92.329892	69.4814918	45.766896	48.9069806	65.071906	75.785694	66.432325	88.973735	60.18129	65.5497673	101.882388	49.895052	44.694113	52.0358874	33.7962746	42.429863	45.9370669	46.1504438	58.3379	74.606332	53.960836	44.40355	52.17712
putative oxidoreductase EphD	56.2780691	26.4335146	29.422134	26.6280216	41.2495842	49.9963426	52.2138436	45.710162	31.5585678	29.265369	43.6171612	32.1023901	35.5017958	27.2626886	50.264028	50.346355	39.095281	39.205676	79.6295903	30.2681333	77.119273	41.6040144	57.679836	39.7326781	53.6978368	54.1715364	41.1406425	95.127302	80.2354431	41.8588175	48.742462	32.2622367	34.076458	49.75228	22.474693
Proline iminopeptidase	72.360973	14.535298	19.593658	18.756945	20.7865939	19.5466	8.77571	10.184601	13.4613337	14.151045	9.8561948	13.346154	17.076631	18.0620981	17.2050112	7.822146	13.353437	29.319901	15.286499	33.56171	11.7592455	18.3736367	20.234098	10.2131725	14.568274	13.106975	14.7848437	11.8561329	6.4662468	8.1091871	9.1866412	9.952608	12.494796	19.1737508	13.035096
Dipeptide and tripeptide permease B	1.86981	0.0	0.0	0.0	0.0	1.54894	0.0	0.0	0.0	0.0	0.0	1.49256	1.11112	1.00096	0.0	0.0	1.48331	1.5805	0.0	0.0	1.30263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19216	1.27511	0.0	0.0	0.0	0.0
Dipeptide and tripeptide permease A	0.326612	0.0682427	1.032081	1.76699	1.47508	2.93503	0.248818	0.115964	0.0	0.21694	1.6176053	0.0840217	0.716386	0.227827	0.176995	0.130033	1.706396	1.13003	0.0	1.56193	0.0	0.6427519	0.114977	0.20897	0.123909	3.86354	0.946142	0.0	0.0	0.505877	2.72335	0.400315	1.0734814	2.492906	0.148862
Acid sugar phosphatase	126.5506874	96.4239029	71.9852367	87.2928071	90.003173	92.3002448	109.49783031	95.3836692	89.965016	68.6154604	88.7908157	88.7183343	78.446084	76.3524596	89.72783112	101.9836799	76.37870732	100.1829146	65.4070872	104.0850297	58.1638643	104.2820777	99.6090181	84.74160993	78.9317726	74.1109159	74.6182051	133.7028551	88.0815424	43.4695932	72.5796161	60.6842039	79.2127499	55.78114373	57.7512892
Putative acyl-CoA dehydrogenase AidB	111.6112113	137.0566641	100.5583711	89.9029909	85.7211159	115.8183894	90.851106	96.472016	136.6444999	66.8058962	79.4669187	98.4244913	83.860242	73.4987302	103.9302024	81.7532932	74.9044767	128.167179	83.8291351	123.9153612	84.532475	103.9117455	91.4338302	76.4200166	94.4691957	93.22650123	76.223865	97.9595184	101.1240452	75.557664	88.2331784	76.5184802	97.0639462	71.6490759	79.4605223
Mannosyl-3-phosphoglycerate phosphatase	11.62373	27.332084	42.32664	65.373498	40.092531	35.158465	27.574216	17.26312	23.475942	27.019616	13.8188798	39.830799	40.437738	29.959964	12.099906	25.012911	32.681741	16.480057	21.297222	23.883079	16.985341	10.235441	35.310071	43.438937	10.7281	18.394987	11.029369	15.745408	17.898351	17.50223346	12.72363637	29.041021	8.881334	23.819103	18.204416
(5R)-carbapenem-3-carboxylate synthase	0.0	5.70389	0.0	0.0	0.0	0.0	0.0	0.0	2.36683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N-acetyltransferase Eis	63.4336933	66.199236	63.3201391	105.2414217	64.2875283	65.8295256	91.859051	67.718628	65.811767	39.5174306	24.5495473	69.485714	78.516247	64.9033485	54.114081	36.0135514	48.0291538	65.750533	43.1028281	74.351927	34.5162001	60.5880777	66.30187	70.952532	23.4732781	12.47542	11.935735	27.34654	21.011027	20.6311879	20.549003	37.128675	21.0902212	33.8761453	23.0337406
Acetophenone carboxylase epsilon subunit	0.0	11.4484	0.053855	0.0	0.0205694	0.14028	2.81784	2.99617	12.0525	0.0604608	0.146046	0.0938342	1.5732	0.256044	14.175	0.0182082	0.0243059	0.0	0.0163956	0.0	0.0191924	0.00974606	1.89576	0.466927	0.0	0.0	0.0	0.01926	0.0	0.0192033	0.0	0.0	0.0	0.0	0.0
Putative metallo-hydrolase YycJ	13.414993	4.22783	3.18527	5.239758	7.335345	7.387366	3.9931042	6.257605	2.486591	3.182175	4.821974	4.927544	3.613005	2.262786	4.5558178	4.961531	4.919497	4.79716	2.172677	3.770148	5.832207	6.161653	6.786077	2.281188	7.886524	12.760939	8.113973	14.4253	7.1669083	3.798626	13.978159	2.550189	5.881335	6.954876	5.9372177
Psp operon transcriptional activator	2.08069	0.0	2.00214	0.0	0.0	0.0	0.0	2.48547	0.0	1.50195	0.0	1.66734	0.0	0.0	0.0	0.0	3.30798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41149	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IgA FC receptor	10.64824	8.324043	2.207785	2.840273	7.054837	7.301616	11.246804	8.927539	8.604693	5.367329	4.029755	13.218855	4.594499	6.7088411	14.711302	11.466366	4.703442	10.854192	1.869757	11.955084	1.608159	8.482396	26.415726	9.446046	2.3324585	7.487496	6.0368261	7.38466	5.2698974	2.1463055	1.670436	4.072515	2.365894	5.8285218	1.3538713
Nicotinate phosphoribosyltransferase pncB2	130.4882152	171.9987772	169.5899229	189.1568643	177.9197058	150.63803	151.6993413	128.1442938	175.2907307	166.4534946	186.0654547	170.0717927	210.0212569	198.4649463	157.783935	215.3496645	222.243056	148.520635	131.0007343	138.4617643	121.8980413	172.2107297	176.7233587	214.054534	166.9334435	177.0181278	159.3031752	164.7603064	172.3703497	205.0053824	198.9709844	193.1663409	181.2554214	212.6712051	144.0826476
Nicotinate phosphoribosyltransferase pncB1	31.9789135	55.8499018	64.336093	58.4646807	51.287988	54.1713645	74.4091555	67.7608968	48.8242981	56.8468934	82.6748101	94.5364207	74.1090192	71.0983096	61.159681	69.2363441	62.2955345	41.8086685	41.760315	42.6381802	44.5514027	45.5767416	56.7763036	73.709663	67.10878	54.2572172	59.862224	95.3969386	70.09849	50.0893273	41.8871964	44.9659747	50.593362	48.4595567	94.5885781
Carnitinyl-CoA dehydratase	8.7772981	15.28003	8.83331	7.4804818	8.9672889	12.5499277	8.451194	7.309802	14.365973	7.599492	7.330136	7.5840062	9.0081111	9.44158	8.501078	13.272223	7.662377	10.107012	8.753072	9.900907	8.24998	16.19118	7.7600846	7.595829	10.884488	18.986558	20.671513	9.812648	11.774528	7.918768	11.77375	5.968868	9.9251337	8.245688	9.960196
Hydroxyethylthiazole kinase	107.6611009	53.9554068	30.228813	36.6606091	38.1687309	38.455652	37.7976962	36.3776436	58.3976827	22.4572509	37.4526955	26.715313	21.171565	16.3578465	41.497682	19.2189013	18.737107	39.7521532	38.468324	43.081294	32.1602968	41.9702117	21.1294548	17.6991862	17.7485956	40.9907921	35.9639263	35.381865	48.5243178	10.6374147	38.015814	13.566408	19.1462841	22.2881601	14.5312058
Molybdenum-pterin-binding protein MopB	0.387174	1.96472	0.347758	1.957	0.529336	0.602519	0.0	0.0	0.534457	0.520293	0.183055	0.300337	0.230828	0.0	0.0	0.229888	0.0	1.17425	0.215273	0.294381	0.0	0.0	0.204806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23S rRNA (uridine(2479)-2'-O)-methyltransferase	0.643057	2.168265	2.173261	0.944707	2.82278	1.721617	3.571973	3.238558	3.874686	2.34542	3.905276	1.295683	4.275908	1.184088	4.593085	4.2942365	12.25269	1.61332	2.078191	3.646489	3.077394	2.9971452	4.353079	4.25251	3.510101	21.4911524	5.559815	1.187221	11.3850503	13.30403543	6.51402	7.302304	7.5419355	7.770085	0.842845
Molybdenum-pterin-binding protein MopA	97.6270487	104.6795595	66.193536	75.9140559	90.0908871	86.2144606	75.0634411	82.6432457	96.851208	68.8924719	85.0031152	82.1672585	84.5352296	81.414969	111.7293325	78.356212	79.0181987	104.842024	65.8357494	101.2321132	102.5196122	98.5526275	85.977277	89.5203375	86.131954	87.136866	68.231034	97.320344	85.460864	50.06199	72.5241058	48.7107866	59.7416652	65.461244	80.6731088
C-methyltransferase CouO	8.68489	23.7964	36.5336	66.6394	31.8513	29.4963	31.4221	14.6459	22.345	20.6959	10.027659	42.2653	36.4767	21.9428	7.0084	28.332338	33.012308	9.58416	17.3541	16.8119	11.6967	1.72146	28.8189	46.9073	6.48093	6.88725	5.975884	13.4136	5.529813	28.09175	12.455336	14.8124	8.233342	30.72722	13.373782
Pentapeptide repeat protein MfpA	1.09952	1.1616333	6.525051	4.14084	4.307098	10.954493	0.636197	0.675732	0.134204	3.460697	2.7051488	0.225981	1.635675	0.204274	0.3621779	0.0583142	1.047269	7.840944	0.581604	5.26397	1.707933	13.314331	1.470518	1.243163	2.3534877	0.7545407	1.11457	0.3706075	3.90264	0.423268	0.712517	1.424388	1.002358	1.734268	1.724856
Soluble hydrogenase 42 kDa subunit	79.5595472	104.1568605	86.0632838	115.2717217	86.2464984	83.7436727	82.6486221	67.198503	109.1837802	82.1261542	98.6714776	102.8206472	90.2291102	77.1773125	73.7829128	91.5355721	89.1210564	62.6061712	74.6390986	79.4203494	64.2499239	64.4006166	74.4292672	88.156232	58.8299096	79.3240135	71.2738548	135.6026704	110.0128712	69.6112734	74.86982	55.534754	72.558386	67.7094652	59.9886963
Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter	69.0909754	110.029723	90.5926112	140.8877206	100.3246108	92.847498	82.937922	77.165467	102.116938	67.4118042	47.8176353	82.083894	96.2043093	68.2454445	59.900597	80.7034019	83.953917	52.959985	60.556715	68.1242921	54.0076818	38.4981766	84.4320847	74.414477	53.6491042	62.3725712	39.6982847	65.895543	56.0953424	40.4612438	53.4243176	59.1373903	52.7466376	61.938888	49.2677999
Copper-transporting P-type ATPase	144.8754143	58.282673	144.5345128	108.9986312	104.9726783	97.0529068	65.9067904	63.028903	66.9086445	173.1306033	119.216545	84.213083	117.3024012	150.4258869	45.539109	99.342098	83.9269423	87.538041	72.6821869	81.957332	55.1569434	82.8892567	84.4947926	109.8883321	56.85746	62.6724855	69.9329882	75.008899	68.9284797	85.1359554	111.039254	128.01529	73.760648	125.410279	71.6851601
Homocitrate synthase	1.35442	5.56381	1.08314	0.549382	2.11168	2.40178	3.98167	2.81725	7.830271	1.26086	0.582315	2.61449	0.971941	1.63008	5.154688	0.727563	0.752345	2.91826	3.20676	1.84208	1.8993	3.42168	4.584073	1.73377	2.44276	1.890787	2.041804	3.18279	1.59876	0.777936	0.945169	0.948103	0.554388	0.637615	1.75959
Type-1 restriction enzyme R protein	69.1801816	48.6537846	38.0037767	31.9717567	36.7127083	34.9952886	67.8895344	70.0293234	48.2027212	27.5573523	38.5426676	69.375789	69.4676448	91.863535	47.116048	38.5694177	36.815919	26.1247609	24.5945701	29.5587319	24.3444533	21.0606724	44.3930838	98.5052665	38.8223013	13.0516043	39.5064073	37.7204991	31.1119515	46.354608	39.593675	45.4403969	55.7973473	38.7708729	57.0626595
putative nicotinate-nucleotide adenylyltransferase	9.157641	28.8518879	40.43171	66.2160511	34.9940538	29.9300223	30.68678	23.45932	24.511949	22.3523817	15.3248849	35.531424	44.226393	31.2201067	8.494073	37.629505	33.362993	7.9260503	19.236601	18.08745	13.591272	3.766165	32.606315	37.94762	13.553554	10.988556	10.623004	18.446551	14.147157	20.777808	24.872302	27.185419	24.505233	23.276378	12.830579
Protein-glutamine gamma-glutamyltransferase	236.1202344	297.9447384	148.4213408	141.2510765	184.4533314	186.7388558	270.4786328	241.7050433	311.5680849	158.1664391	194.5627184	217.763545	200.4884955	202.5465457	307.1003164	195.1402139	161.9537356	216.11681991	172.3759485	225.4913925	162.7746961	232.9271475	202.1396017	199.4813659	175.63634	216.3042449	213.9384198	261.0498553	266.378941	122.5753909	172.4241007	119.0684015	174.4054444	133.4221552	141.2430208
Type 4 prepilin-like proteins leader peptide-processing enzyme	12.031935	33.456969	35.652552	61.490305	39.003292	33.380462	34.726413	24.39291	24.981973	24.988223	18.0117555	42.1937483	48.2713644	33.578109	12.756744	47.04065	39.3081225	12.2738541	21.9074051	21.4589802	15.155278	5.13362	36.075421	45.209604	15.213843	23.5452722	8.8340207	19.99709747	21.027598	29.88743713	28.031226	29.284437	25.0431383	30.541955	20.4356731
L-asparaginase	39.76749	43.174572	12.4542387	14.636774	16.6849979	13.7791658	20.880236	19.034229	46.300356	8.4664395	24.9636842	22.219464	17.4156747	11.1986625	15.105587	9.3875686	11.362741	9.5645662	12.3985057	12.368883	11.5094142	10.24951698	13.5688122	18.857356	8.044419	6.1534835	6.465302	19.084927	9.621125	3.9892564	5.4808746	5.9646106	4.6415045	4.5771476	16.2810299
Cyclic di-GMP phosphodiesterase response regulator RpfG	21.9364489	84.5676528	136.2020969	97.8962465	112.6210403	112.426708	52.1587294	65.877625	70.9440326	70.391773	138.8517905	107.9945307	130.2385368	192.772143	80.3480583	182.110692	99.838523	119.736135	46.8460452	90.0778841	74.4390557	88.3640678	113.988495	157.87033	76.822618	114.028414	96.382376	154.6069466	94.5064141	130.5866073	155.849123	153.4137998	135.8371927	138.316785	74.9726053
Primosomal protein DnaI	0.0	0.95955	0.0	0.0	0.0	0.0	0.0	0.0	0.584953	4.11411	1.56331	0.0	0.865485	0.776324	0.0	0.495278	1.15585	0.0	1.872634	0.0	1.55781	0.434629	3.118	0.955166	1.03851	0.0	1.11094	0.548719	0.470668	0.0	1.10045	0.875126	0.0	0.0	0.0
Phenylacetaldehyde dehydrogenase	60.7871154	16.6725586	17.2077387	18.4762429	25.2847398	24.937674	18.821402	18.305172	14.25057	11.7023953	10.9161567	22.5636654	14.062064	14.9683583	33.141262	9.5358485	8.8937993	29.3576348	16.3603281	40.6135873	14.0431943	22.6130093	11.5510575	16.916757	12.673023	10.8415147	20.9973017	22.722945	22.694377	6.0906379	15.1697298	14.7246794	19.649401	8.001552	7.408179
Elongation factor Tu-A	25.1142206	26.0310678	27.338909	16.075389	23.4893518	22.6491553	22.393541	26.9498618	27.297081	26.3733081	41.025685	29.6227011	27.866267	29.4778672	21.1132285	39.2818205	17.808057	19.936328	18.3157035	25.5931252	18.087645	31.0518831	31.8154948	37.6550743	29.8633826	48.627931	34.534153	22.834803	42.6687255	21.2165892	28.2717157	19.939707	32.184554	32.7525054	30.3143733
Elongation factor Tu-B	111.4622819	72.4380705	57.9109302	82.6499408	70.0918206	63.300136	102.341752	97.3980764	79.6341758	58.0698015	55.4741404	67.7878824	75.4716905	76.4348919	87.0894839	55.719782	55.706267	86.2541568	58.6114426	93.3563724	58.0423787	69.6081055	65.2406863	76.824484	61.118457	49.987312	41.089344	98.2988362	71.6508114	48.7131587	44.268454	35.0673767	58.734411	45.140075	63.0702009
S-methyl-5'-thioadenosine phosphorylase	182.9471984	119.171469	147.3466359	174.7691582	153.507712	135.7981165	160.7516	133.7154187	128.768319	103.737181	92.2650562	118.929129	135.0680114	117.9993475	120.5142896	102.953591	100.8344177	148.7388051	92.7700366	164.7163292	90.792896	163.6681892	157.348194	167.493025	84.2010843	140.0076488	82.200107	98.456173	90.1917834	78.489916	109.9539711	80.4255613	67.6384321	115.171309	77.7650929
putative L-asparaginase periplasmic	14.5850403	16.2303657	18.05771	14.340406	20.5138451	18.367588	16.9672577	21.964982	12.7725043	40.098423	59.726538	20.2839223	19.6674886	25.2434293	21.871611	57.880755	28.42328	22.4335678	24.4368453	25.0294827	32.919921	24.3920811	25.6963683	24.2488485	50.255582	76.086157	60.224095	91.120259	67.602085	26.583104	71.852554	23.026937	47.590464	37.867748	41.134833
